TYPEDEVEILLE	THEMATIQUE	SECTION	DOMAINE	SOUSDOMAINE	Enrichment_GPT_Matching_Themes
Relations collectives de travail	Comité social et économique (CSE)	Entreprises ayant au moins 2 établissements	Comité social économique central	Attributions	
Relations collectives de travail	Comité social et économique (CSE)	Entreprises ayant au moins 2 établissements	Comité social économique central	Composition	
Relations collectives de travail	Comité social et économique (CSE)	Entreprises ayant au moins 2 établissements	Comité social économique central	Election	
Relations collectives de travail	Comité social et économique (CSE)	Entreprises ayant au moins 2 établissements	Comité social économique central	Durée et fin du mandat	
Relations collectives de travail	Comité social et économique (CSE)	Entreprises ayant au moins 2 établissements	Comité social économique central	Fonctionnement	
Relations collectives de travail	Comité social et économique (CSE)	Entreprises ayant au moins 2 établissements	Comité social économique d'établissement		
Relations collectives de travail	Comité social et économique (CSE)	Conseil d'entreprise			
Relations collectives de travail	Comité social et économique (CSE)	Dispositions pénales			
Relations collectives de travail	Comité social et économique (CSE)	Comités sociaux de la fonction publique	Comité social territorial		
Relations collectives de travail	Dividendes du travail	Dispositions communes	Représentation et information des salariés	Participation aux assemblées générales des actionnaires de la société	
Relations collectives de travail	Dividendes du travail	Dispositions communes	Représentation et information des salariés	Formation économique, financière et juridique des représentants des salariés	
Relations collectives de travail	Dividendes du travail	Dispositions communes	Représentation et information des salariés	Information des représentants du personnel	
Relations collectives de travail	Dividendes du travail	Dispositions communes	Représentation et information des salariés	Information des salariés	
Relations collectives de travail	Dividendes du travail	Dispositions communes	Conditions d'ancienneté		
Relations collectives de travail	Dividendes du travail	Dispositions communes	Versements sur le compte épargne-temps		
Relations collectives de travail	Dividendes du travail	Dispositions communes	Mise en place dans un groupe d'entreprises et dans les entreprises dépourvues d'épargne salariale		
Relations collectives de travail	Dividendes du travail	Dispositions communes	Dépôt et contrôle de l'autorité administrative		
Relations collectives de travail	Dividendes du travail	Dispositions communes	Conseil d'orientation de la participation, de l'intéressement, de l'épargne salariale et de l'actionnariat salarié		
Relations collectives de travail	Dividendes du travail	Dispositions communes	Partage de la valeur en cas d'augmentation exceptionnelle du bénéfice net fiscal		
Relations collectives de travail	Dividendes du travail	Dispositions communes	Avances sur intéressement et participation		
Relations collectives de travail	Dividendes du travail	Intéressement	Champ d'application		
Relations collectives de travail	Dividendes du travail	Intéressement	Mise en place		
Relations collectives de travail	Dividendes du travail	Intéressement	Contenu des accords 		
Relations collectives de travail	Dividendes du travail	Intéressement	Régime des accords 	Dépôt et contrôle administratif	
Relations collectives de travail	Dividendes du travail	Intéressement	Régime des accords 	Modification dans la situation juridique de l'entreprise	
Relations collectives de travail	Dividendes du travail	Intéressement	Information des salariés		
Relations collectives de travail	Dividendes du travail	Intéressement	Calcul, répartition et distribution de l'intéressement	Calcul	
Relations collectives de travail	Dividendes du travail	Intéressement	Calcul, répartition et distribution de l'intéressement	Répartition	
Relations collectives de travail	Dividendes du travail	Intéressement	Calcul, répartition et distribution de l'intéressement	Distribution	
Relations collectives de travail	Dividendes du travail	Intéressement	Régime social et fiscal		
Relations collectives de travail	Dividendes du travail	Participation	Champ d'application		
Relations collectives de travail	Dividendes du travail	Participation	Mise en place de la participation	Mise en place dans l'entreprise	
Relations collectives de travail	Dividendes du travail	Participation	Mise en place de la participation	Mise en place dans la branche	
Relations collectives de travail	Dividendes du travail	Participation	Contenu des accords 		
Relations collectives de travail	Dividendes du travail	Participation	Régime des accords 	Dépôt	
Relations collectives de travail	Dividendes du travail	Participation	Régime des accords 	Dispositions applicables en l'absence d'accord	
Relations collectives de travail	Dividendes du travail	Participation	Régime des accords 	Participation volontaire	
Relations collectives de travail	Dividendes du travail	Participation	Régime des accords 	Participation dans les entreprises agricoles	
Relations collectives de travail	Dividendes du travail	Participation	Régime des accords 	Modification dans la situation juridique de l'entreprie	
Relations collectives de travail	Dividendes du travail	Participation	Régime des accords 	Sociétés coopératives ouvrières de production, coopératives agricoles et entreprises publiques	
Relations collectives de travail	Dividendes du travail	Participation	Régime des accords 	Dénonciation de l'accord	
Relations collectives de travail	Dividendes du travail	Participation	Information des salariés		
Relations collectives de travail	Dividendes du travail	Participation	 Calcul et gestion de la participation	Calcul de la réserve spéciale de participation	
Relations collectives de travail	Dividendes du travail	Participation	 Calcul et gestion de la participation	Répartition de la réserve spéciale de participation	
Relations collectives de travail	Dividendes du travail	Participation	 Calcul et gestion de la participation	Evaluation des titres	
Relations collectives de travail	Dividendes du travail	Participation	 Calcul et gestion de la participation	Règles de disponibilité des droits des salariés	
Relations collectives de travail	Dividendes du travail	Participation	 Calcul et gestion de la participation	Gestion de la réserve spéciale	
Relations collectives de travail	Dividendes du travail	Participation	 Calcul et gestion de la participation	Paiement et déblocage anticipé	
Relations collectives de travail	Dividendes du travail	Participation	 Calcul et gestion de la participation	Affectation à un plan d'épargne salariale	
Relations collectives de travail	Dividendes du travail	Participation	Régime social et fiscal		
Relations collectives de travail	Dividendes du travail	Participation	Contestations et sanctions		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Champ d'application		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Conditions de mise en place	Bénéficiaires	
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Conditions de mise en place	Mise en place	
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Conditions de mise en place	Information des salariés	
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Conditions de mise en place	Dépôt	
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Conditions de mise en place	Choix de placement	
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Versements		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Composition et gestion du plan		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Évaluation des titres		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Entreprises solidaires		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Augmentation de capital		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Indisponibilité des sommes, déblocage anticipé et liquidation		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Régime social et fiscal		
Relations collectives de travail	Dividendes du travail	Plan d'épargne d'entreprise	Transfert		
Relations collectives de travail	Dividendes du travail	Plan d'épargne interentreprises			
Relations collectives de travail	Dividendes du travail	Plan d'épargne pour la retraite collectif	Mise en place		
